redshift,dL_planck,erro_planck
0.72739,4733.399682028742,39.17080593226444
0.44238,2696.8479703249545,20.16449243435496
0.2824,1618.6490418219398,13.081547462351416
0.5194,3385.0500497247417,20.905671029656343
1.06039,6432.063873080047,41.289255823917586
0.26838,1390.623146089001,11.51559468276787
0.2504,1364.5329380980675,12.72371196806488
0.69892,4620.199318732723,39.46521415686975
0.73091,4047.438764019806,31.418494779692114
0.99891,6566.594691804355,39.659461427013994
0.40991,2406.815757625344,16.711353128553974
0.12694,658.2049295420605,12.270179742675863
0.25609,1371.4232430169905,24.945964926184956
0.08848,418.6578023014505,6.762380713430795
0.11797,556.3141108921893,8.052304722089305
0.18322,907.5981074204868,13.401278900041186
0.1407,742.8917254473827,13.020128680108465
0.15186,738.2368006258598,10.201705495187236
0.09401,485.9191756021403,8.947692903590909
0.28662,1783.327301416602,25.836878926141132
0.26349,1658.6138856102395,20.49579616352311
0.1431,726.8329683061716,10.015268164753675
0.16035,791.7813910257962,11.565358360530896
0.12303,592.9683395692259,10.645782957689413
0.12608,573.9023931553256,9.098569552951199
0.17315,841.1952441385791,11.379930852455256
0.16431,783.5770443320016,11.35196608290695
0.1599,750.2573391183167,11.013729731873694
0.24448,1214.4383354736274,16.93186971485197
0.24835,1238.015260896081,17.434352533222267
0.27544,1421.614838486106,22.229647763155533
0.33051,1794.6076326423772,27.498435578891538
0.33103,1559.4695801829848,26.496784935033592
0.16059,761.307631874825,10.594102100577793
0.21887,1127.938947282718,17.766022585693747
0.11991,581.020688098257,8.234972100554856
0.17839,1078.6580408668276,17.33713975335883
0.27923,1616.5447698079008,22.0470196555839
0.18581,983.4186278293037,14.502066306229743
0.06651,313.8997461313634,6.341165645873596
0.258,1317.5088863315395,22.89341959004552
0.2798,1260.279545949424,21.468756981278094
0.26576,1434.975887045749,19.503925161966222
0.185,965.5202580137457,12.985205012365595
0.05631,267.04136568625415,5.56746434934499
0.3264,1740.1447548558667,28.709669473863485
0.10886,554.21640925943,9.03177943891483
0.20323,1064.133064263533,17.131495812777562
0.37986,2206.04903154126,33.822787343363814
0.2116,999.6356503719518,15.171937536626666
0.21353,1114.712311104484,18.513786634215297
0.14409,721.2255065859421,12.148972314646938
0.25249,1302.1761747361058,22.74592994128702
0.25672,1341.782393862301,23.168993686143722
0.21885,1308.984016351951,19.693168210975873
0.07891,399.6575685970762,9.044755567060102
0.08282,441.2404775511182,8.528600369704392
0.17028,904.6147940339655,12.408863442206286
0.2367,1143.5377235816877,19.935142905741717
0.30569,1308.4112471127157,25.555177766747708
0.08254,395.6242488860064,6.621859537571639
0.18891,852.6074919114644,13.691620703246922
0.08141,393.76289370235,6.580369860153447
0.25655,1402.8546360240755,24.672059654088596
0.12622,656.2108701929628,12.735774474934205
0.10264,545.66428107149,9.414722921538411
0.12455,625.8428033079815,9.092149091944734
0.37046,2518.216521077817,36.99565601858216
0.20215,905.2731160197975,13.32202339195043
0.1799,1046.9259713867589,18.724716844173674
0.1618,939.514729357652,15.803540368207543
0.22669,1144.6893939344147,17.677279184235054
0.29683,1542.5443955815394,23.357969994844684
0.25029,1532.7911154385636,20.526166286442844
0.14882,761.1378865889849,10.764708118005212
0.14729,708.4059246169999,9.491144985875987
0.21513,1330.9924924532813,19.823317861096687
0.14478,698.6361034241013,11.453892812361401
0.13243,749.9198950027782,10.959275186811585
0.21975,1197.7721461838812,16.709221540506597
0.38492,2566.649896201336,31.76795019598008
0.174,941.9270801538614,12.484367913868008
0.17789,897.4752903058298,12.150960444728756
0.29936,1380.780401113858,20.115006249003507
0.11845,625.9934393346502,9.477093501609541
0.17653,916.1061982896266,11.431784495849918
0.24552,1339.5859387955832,23.066241400356592
0.19611,1013.7623342377336,13.95397848715049
0.24852,1279.2141321012114,17.63960663225894
0.30632,1741.2130784464578,26.74599360663407
0.24637,1435.7335610475998,19.761674099234575
0.13514,767.080681336322,11.534332317631781
0.21054,1030.3064237763622,15.040061789252526
0.2363,1377.865340664828,17.677077902291167
0.17851,921.453303655063,13.162818070907742
0.22068,1012.8612303059971,16.613360215272472
0.31494,1691.316442514696,26.852825878803888
0.18443,999.9770391167879,14.127009412359918
0.26129,1209.9985327080879,20.393893565809424
0.18123,949.1627139642486,12.270257780517024
0.38048,1700.563866222457,29.08391231337238
0.18481,965.7879226582598,13.032787242098497
0.20847,1077.3845346311505,15.0200872288404
0.17706,885.9133249162298,12.781863657582665
0.31582,1682.9279711194993,25.54010545949728
0.24973,1446.796373992625,17.577743566679963
0.20368,1061.7852534699155,14.753673917689014
0.12336,598.1809280238422,8.912662476222
0.20318,1076.4335309651224,14.287916471394983
0.15339,826.1083563440553,11.571870138561554
0.33439,1947.92280355296,28.915178134646286
0.1958,1174.858771414419,18.042475156321224
0.24973,1376.4087756061772,19.841961159544642
0.15509,811.9587144474598,13.294245358399117
0.15596,773.5254009705775,12.150022419033816
0.15837,712.7519661170496,16.00488158672218
0.30938,1446.7853849939454,25.376453555983847
0.24857,1343.8145318876973,20.123162522685462
0.18507,918.4650431644799,17.357122731018453
0.18376,986.8004210981144,15.132755013931849
0.18079,915.2190741865035,16.232158530699493
0.17696,904.4244936488228,15.922872736579555
0.17768,893.1827535373801,13.83846073601875
0.07153,328.83425535288643,9.03840248499684
0.13811,687.9180947431771,10.288244466033856
0.1696,975.9712321924582,16.068211625486626
0.24555,1009.8960140233286,17.56174422303945
0.14387,719.9976852887811,9.677253300079403
0.25191,1440.3825450153734,20.63775533538048
0.03652,174.96032264832942,4.485534974030782
0.27749,2080.820079855962,31.494965875841125
0.28746,1518.4481030126158,23.746958193716516
0.19867,1086.3195014546263,16.05740317380225
0.15999,795.0918540394315,11.338618517767774
0.21075,1279.529849002827,17.958737966861175
0.23775,1323.0556484890442,17.27930929059848
0.15517,838.657358182373,13.013685831790657
0.09391,498.9696346441531,8.946397105587222
0.15271,811.3540840283131,12.227454270188597
0.25722,1409.377966430065,19.806851373943516
0.21226,1081.7218872422447,14.9360576696695
0.2454,1256.0766664501996,16.48921352518916
0.13696,697.0605680302181,10.68457155299118
0.32569,1723.18113046224,30.501892517227166
0.10638,515.8607664752286,8.118815047190196
0.40127,2303.679005107662,34.83171715835683
0.18931,928.1507908169331,16.334671810143824
0.19726,967.7271492853333,12.919199197812386
0.12837,651.7670678960582,10.74067110078564
0.12262,606.91865362356,8.733450726409213
0.12715,648.9913212199847,9.575437801343053
0.21323,975.3457266856828,16.384998839847473
0.21099,1067.1761463215682,14.936053687746412
0.26856,1507.2713353588,22.680234145264844
0.20453,1099.5000155819343,14.656898648770959
0.2701,1457.3190876628632,18.68911769674786
0.24185,1449.4703501219478,22.05364799635143
0.29114,1301.809186088045,21.726991321613514
0.35346,1735.4378100125791,28.59046241694213
0.28543,1775.1635050042346,26.240801658669938
0.21955,956.9603505830895,17.366840550058374
0.17558,910.0563467748588,13.369425135679997
0.23542,1142.5355678096116,17.702062022647567
0.15325,784.5092191053342,11.662649029787177
0.21005,1047.75218191045,18.69784495394394
0.29135,1567.6360836296606,23.26735413276911
0.31376,1729.82232912671,25.0640555632061
0.13687,683.4938016412215,10.880987179467269
0.29567,1375.7828796183658,24.9284122826644
0.30394,1584.098683839599,23.913015542614943
0.20557,1107.9911358538109,16.762096390052907
0.1219,599.9835503692738,9.719516656149349
0.17428,856.2323344140316,12.883688161655336
0.24883,1378.224127552489,18.94254947941014
0.24558,1259.0232357014943,20.432330544452718
0.13833,707.3727112055124,12.245449886925687
0.24315,1357.8636642504189,15.782243030802764
0.24267,1286.7582544173522,22.33525820161031
0.31468,1621.7545518373145,25.263987953180894
0.27573,1607.2301327218038,24.212550086625736
0.30041,1256.9280067335824,25.955703204652167
0.21728,1141.6584677711212,23.54006533632205
0.20335,1061.254374116905,17.833248741299172
0.19025,873.7321632886548,19.738281787740945
0.29021,1516.188122831908,26.908024430783513
0.22786,1154.9746537080148,20.43626946156102
0.31065,1705.7702459262887,25.662618875044988
0.13729,818.5894734291121,14.020700419490176
0.08784,431.60114580291713,8.978521178281216
0.08504,426.8554334368777,8.42907375509635
0.19009,1082.6735038788559,15.021927329659427
0.09227,463.8209205622538,8.40734483123128
0.12903,641.0970360445378,10.862013668095997
0.26166,1384.8450701753077,21.392982665794094
0.26162,1748.2736790937613,25.96290059863305
0.19422,1001.984272510464,15.982717721423812
0.14703,774.2128085583805,10.524847625765227
0.21179,1228.484704732742,21.953598843779986
0.17958,880.4163050460896,12.496773528629966
0.19029,1094.3295391881404,15.512552808248307
0.3388,2104.8007720023834,30.566424829851744
0.11741,597.3646006014806,8.709173749512011
0.2889,1592.413905009145,24.27007137042272
0.26405,1364.3631504368661,20.549854649285212
0.24961,1590.0670293114006,20.82750992965779
0.22967,1218.2382091166803,16.239084190844324
0.08543,416.3257888087494,6.557648489198901
0.27656,1497.8593232465475,24.855047531849102
0.36193,1996.3226316480573,31.517549371948245
0.30021,1546.0089489106829,24.62901890414395
0.11635,597.9749683213504,9.024157692646506
0.15492,847.3411876966233,11.807904277363559
0.25037,1508.8218576724203,21.1245397306104
0.25174,1301.6729319749177,17.49553379450082
0.12928,629.0172016834113,9.418378222237552
0.30929,1832.3875148223012,31.230406710100755
0.29888,1823.1240325277415,29.25823912056133
0.27091,1357.4601367785601,25.72944555759398
0.29353,1524.5372973766039,25.23841672534572
0.18979,926.5013414262703,15.777332729027798
0.12376,594.324725307888,8.904093758975511
0.31288,1710.7380617921576,25.736780103892066
0.30915,1885.6417071200922,28.17159054614052
0.20267,1012.8021443198844,16.73165342110125
0.21163,1014.4525249692178,13.599778677240803
0.1789,929.6088596172308,14.377095974541689
0.30354,1599.0032963609028,25.41198571980127
0.21457,1163.4465810324155,16.17487526224954
0.32045,1923.855441323248,26.88416457476488
0.21835,1165.2996530780993,17.860195240566032
0.07489,358.5978957046549,6.3658159636501965
0.2576,1371.6275430101423,21.229231721414948
0.18468,857.0980927369206,14.468905770149826
0.11628,568.7021682962953,9.199977886050192
0.06426,296.90050709770605,6.8545243485011165
0.10288,545.235763201903,9.032876795107555
0.04397,190.31149000912865,7.017774866323495
0.16595,740.0773385466431,12.930487484563313
0.16817,805.6352814176262,14.188316080467194
0.17063,791.8562629638874,13.706321772514444
0.12042,617.5536946523954,10.259951944441594
0.13868,714.3136538048373,14.113348247373267
0.2338,1276.7563500268682,21.49661407606041
0.24643,1233.365962163594,20.177204870715016
0.22286,1264.674316722827,21.28041791259181
0.17915,864.5865995027222,14.444242339604832
0.19718,1098.6097850835902,15.238864923007219
0.22916,1210.1680987337727,18.66062613487927
0.26451,1480.6265655885381,25.814017799217304
0.10337,528.8176257584231,7.921162779651737
0.21338,1117.2894606681266,15.906591456797228
0.15653,762.5239352012075,10.77370489709161
0.2434,1224.4240220813,22.367130622016756
0.23652,1410.294822756901,21.057367296493908
0.20852,1092.4781991383427,15.698619126563681
0.25104,1280.3089283933411,22.576602341084783
0.22534,1246.9604434131606,17.706626949486143
0.28742,1794.402212248625,23.488797131707297
0.32984,1698.0256879494889,26.261778967251185
0.24603,1344.5216190085125,16.5890238155414
0.11966,655.165708513689,10.580869774017192
0.32931,2061.2029805221614,33.36334270641992
0.21082,1055.3693068834903,15.004795029125788
0.20308,1079.182592721765,13.366163471903075
0.28436,1391.000046810751,21.179332084986143
0.18037,840.4496721685939,11.419997376452871
0.2607,1567.8945640494208,21.36391101024171
0.14792,742.8749088024807,9.908195044885336
0.32793,1606.9150060436734,24.264259244435348
0.24206,1576.1845244158296,21.588173701216498
0.22334,1205.777504464454,16.59176083846855
0.1828,1016.6314270423094,15.986343539642446
0.15304,830.3491403884676,10.920739752496221
0.13818,688.1435741945661,9.917160384177137
0.20735,1102.8710091152855,22.01579521805647
0.20313,1060.2595231909906,14.969293568269686
0.19801,940.2253403101113,14.472872578394096
0.22256,1192.474143958342,16.659497435717473
0.2734,1360.3245415631282,21.328841520576052
0.18651,1012.5355184197518,13.793074777751608
0.15935,732.7827445342265,10.585437222490668
0.21935,1178.3951297387378,15.878485721136826
0.17373,991.1732027086542,14.213523535921848
0.24436,1116.2318421399505,18.035095914416885
0.13353,664.1895312823737,8.960992034017053
0.28332,1494.6236087992763,20.896543519686137
0.17383,859.5507178639476,14.986680302996577
0.19654,1051.3378969256817,15.785316044218801
0.36952,2422.8563880526895,30.250081216861968
0.20548,1028.2098556778656,15.324102636629958
0.17357,866.4174625848082,13.397077488446765
0.12688,625.6391522227474,10.537701607418718
0.28434,1487.5521450274846,24.878741260268548
0.19392,984.2866339124988,16.008503885552095
0.10018,483.13390219490634,9.204925835225596
0.37425,2212.4468208740877,31.09272428761726
0.11771,573.9700557809645,10.184967012757323
0.19176,980.4981828808986,18.854767920879592
0.23684,1265.1243219970381,21.204316345319338
0.15899,826.7494366506128,14.198443177487961
0.07849,437.6763820888371,7.954943723402644
0.13864,792.6277693742417,12.523367016387466
0.23381,1209.2484517055811,18.683347959478525
0.15689,833.8714782284429,16.20937440218248
0.08806,386.3273273825031,8.305408598851734
0.13045,774.5467814305835,13.409743830975968
0.18203,889.0098582572363,13.799612811194436
0.25625,1256.9818258934763,19.688578363863655
0.21674,1191.1667516878501,15.993283661810846
0.14533,751.565341951119,15.137399801550401
0.13639,639.6364085610716,9.6143573338379
0.20515,1173.1732194207136,20.03751713361558
0.36976,2162.9496908468755,30.704858089519767
0.1294,675.0085763889564,10.377236733955325
0.26687,1474.2047660417068,20.94657947069217
0.27822,1648.3565614429785,21.943969368944504
0.17483,984.7899750870474,15.879865139035964
0.11364,522.3871238900333,8.37616932665484
0.11242,589.7609957856744,8.698091745977155
0.15317,720.604562432232,9.72563071115364
0.19671,1079.644034421873,15.910367479418301
0.18914,1144.120984511138,18.376772276121873
0.17625,966.5328951228059,13.997289564579052
0.21757,1103.7382230380565,17.623429264564834
0.18563,879.387718533273,12.863644465299306
0.16356,770.6904224401744,11.861236756400169
0.25721,1394.4537902641978,23.27690233594407
0.12164,642.8163714991808,9.981915268677293
0.16455,813.6017914067371,11.599850600900929
0.19862,1063.4731166607353,15.097165534939233
0.26821,1440.3943454723424,21.96863114761199
0.40128,1984.3020711420813,32.77305850874934
0.14581,675.274802674385,11.109386984940492
0.0549,259.12989004762665,6.309631436435881
0.22452,1361.5428144582409,22.129182617968677
0.28655,1653.300023018345,27.19668338834131
0.18388,983.9992823284318,18.182536197878527
0.10351,485.40616770052185,8.269673555034126
0.33136,1912.553301441158,30.255341858478452
0.21865,1133.5891828446233,20.20721606881318
0.26357,1266.9423222256096,21.057866818544166
0.16284,850.6692347068662,14.335323460835358
0.10683,548.0973239645508,9.616204553262838
0.16477,842.9390159428744,14.654752611061483
0.1075,552.8479820729603,10.622115766202219
0.12899,628.6457077590073,12.211155309187232
0.05891,277.80705641465835,7.704517026902836
0.04059,206.9118662413617,7.756766644455327
0.01647,73.4944139857107,5.656612497642069
0.01544,65.1222752436757,3.017835599385601
0.01449,65.53014013067377,2.9329507229570217
0.02676,121.78875729345587,5.93105132575668
0.01707,74.32417017743288,4.231346764098767
0.04296,167.42053867783676,8.059288919013623
0.01596,59.840790871020346,2.832993636830507
0.02474,112.18769732763865,5.598969706619222
0.03762,188.64007694857136,6.245750221720404
0.03031,139.14472826196484,4.187520655603983
0.01025,47.411255115266066,2.6554229273146044
0.02827,133.1505637073251,5.724320143926107
0.01045,50.43976163412344,3.3747742785414836
0.03671,158.19484765079153,7.044472130683844
0.03449,150.3671263825983,6.795115763163035
0.01224,61.98040737032181,3.0008524635657916
0.02484,115.61381114547103,4.52551277617545
0.01948,92.83249239043313,3.3338103929905163
0.0338,143.63361165809928,5.767563587374886
0.02922,145.57533787258717,4.809649462791493
0.03375,160.38532543396863,5.386987283613272
0.04016,182.66145385181127,4.755051156970713
0.07472,323.4986284253354,9.542764011260692
0.05491,213.71884477497557,6.186987622359198
0.02419,112.04922366028255,4.347383989427657
0.03358,171.13356137178408,5.502179445194531
0.02818,124.43584661096189,5.490880660891652
0.03213,163.51552643164487,4.941769796860846
0.03341,146.70291962419924,5.520994125845162
0.04497,218.31014189802363,5.30338968053201
0.04205,193.4459452154993,5.644058604799875
0.05592,314.5887392448853,8.691863198042078
0.02066,92.33906350212084,3.2682207887800527
0.03154,162.91844795803036,7.3735574241775925
0.03917,191.68699512992532,5.280353236860353
0.02602,116.60610951309609,4.0965641725953015
0.0259,128.66244278898296,3.9397640069683066
0.02683,117.98514256658238,3.98206064305381
0.02395,104.02408147775266,3.497475989827482
0.05097,243.60953814208406,8.635847685097634
0.0389,170.2828621674056,5.137241866598452
0.06905,343.7088434098158,7.857047010607366
0.01773,79.83042496920181,2.933801812031137
0.02524,118.047706146456,4.904054634810111
0.02146,99.68505281521814,3.468517313680023
0.03079,129.20644897827728,4.652012647983735
0.06839,394.0041671408333,12.672051992799735
0.02334,100.57158271869159,3.541742372729074
0.04921,222.61935780380202,8.438632416740832
0.0308,146.16970313971447,4.403145111674719
0.03344,163.55450760910958,4.333812403489113
0.04362,206.09995877138374,6.36217006572587
0.01496,66.6658671669378,3.083358091070243
0.03153,163.59070002097326,5.910732423051837
0.03712,183.26719640998354,6.379369129849299
0.03597,173.47653550098437,4.885277593709025
0.0228,111.04637632565183,4.201175852595395
0.01408,67.29404587346637,3.0015523905167787
0.05884,278.2995212902672,7.3385655584448966
0.05824,258.01621483562985,6.154918716570233
0.06884,314.27889606177524,11.815461276150922
0.02167,108.95944449746163,5.355609635207497
0.02885,123.95284184273332,3.724559053652223
0.02298,107.95312204619891,3.922638434853977
0.01504,74.28528721515983,3.3835341852660528
0.0321,155.19346912287415,4.32152714582991
0.06416,282.9479876918629,6.903129955928379
0.01668,80.92402012834972,3.283452058909412
0.05335,238.83961826418314,7.238646864875412
0.03185,138.28414830039114,3.9357938412778033
0.02656,122.55665940198608,3.7321004017186055
0.0251,103.34528302352867,3.826285407540426
0.02419,115.03152476250855,3.452745864050273
0.03659,160.32746082173006,4.33247958884269
0.03411,147.8840848621807,4.656889541658988
0.02453,103.28563305450308,3.4849109220140027
0.0173,79.72882859835592,3.4741044486838244
0.01595,85.99800880634847,4.0380354912949095
0.03156,146.84690878682338,4.350311799342299
0.03753,179.5401894753013,7.158694217993845
0.03002,120.83671807366572,6.908620702825947
