redshift,dL_riess,erro_riess
0.24603,1226.2182902841187,16.194917700911237
0.11966,597.51822773878,10.373395880484342
0.32931,1879.839460348917,32.13230074595488
0.21082,962.5082474012785,14.635528072121048
0.20308,984.2262222064658,13.114867146896078
0.28436,1268.6071202359813,20.512913776984497
0.18037,766.49921095088,11.225009327753153
0.2607,1429.9368373802788,20.722624757923437
0.14792,677.5099691133967,9.78643579844408
0.32793,1465.5239034354943,23.461633703224482
0.24206,1437.4973710922732,20.935180965273677
0.22334,1099.6821539231032,16.161458602142545
0.1828,927.1788810924519,15.544002803935761
0.15304,757.2874164841436,10.758420857310318
0.13818,627.5943986985633,9.771217324210028
0.20735,1005.8303147245327,21.244089798890634
0.20313,966.968177680514,14.603741536483103
0.19801,857.4957017999222,14.104300862779592
0.22256,1087.5493449416697,16.221440859800236
0.2734,1240.6307269474341,20.647472693321614
0.18651,923.4433680316708,13.491267453192133
0.15935,668.3058059081884,10.409010008513041
0.21935,1074.7091313659412,15.486780278993235
0.17373,903.9607045494067,13.877106786928334
0.24436,1018.0155392658517,17.493461283404816
0.13353,605.7480519162451,8.877671377140517
0.28332,1363.1129319821896,20.268163004526794
0.17383,783.9195716680728,14.562222889959655
0.19654,958.8315578218696,15.364978447825795
0.36952,2209.6712881067588,29.238728163903
0.20548,937.7385335107908,14.926576411713716
0.17357,790.1821172845875,13.075438373262479
0.12688,570.589688352587,10.321234731903285
0.28434,1356.6636803721972,24.02053401844366
0.19392,897.6800791613392,15.556058634756267
0.10018,440.6233556620734,9.018512687336736
0.37425,2017.7754821356948,30.00462833164369
0.11771,523.4669123379551,9.971330564346564
0.19176,894.2249707561516,18.23343201541777
0.23684,1153.807094794097,20.510680987620297
0.15899,754.0044476567501,13.81311630427026
0.07849,399.16560459509896,7.8351469190919465
0.13864,722.8851172438038,12.234908414392354
0.23381,1102.8476954298435,18.12487070545015
0.15689,760.4998267740747,15.704447545597302
0.08806,352.3347101122427,8.133600607366155
0.13045,706.3950602529234,13.057758210919156
0.18203,810.7866270248586,13.458871388972865
0.25625,1146.3810500882355,19.08115691050678
0.21674,1086.3569890196875,15.597580636310237
0.14533,685.4357383436527,14.672833950622476
0.13639,583.3553378543812,9.469710334348747
0.20515,1069.946692553762,19.391462914099023
0.36976,1972.6335630338683,29.631094896310092
0.1294,615.6151383249311,10.19224090847439
0.26687,1344.490726060178,20.31099100854263
0.27822,1503.319051159435,21.28412003600343
0.17483,898.1391317684225,15.435480135687538
0.11364,476.42271932766835,8.268911039456448
0.11242,537.8684207858711,8.599637952920304
0.15317,657.1991718275193,9.608236649149765
0.19671,984.6470620386921,15.489840863515584
0.18914,1043.450739408715,17.82138741667779
0.17625,881.4884769460467,13.667615944960026
0.21757,1006.6212232221362,17.103463008496817
0.18563,802.0111312988079,12.581744050397644
0.16356,702.8780190532256,11.609633141226421
0.25721,1271.7569717018832,22.491192093933662
0.12164,586.2554985226894,9.81178503036304
0.16455,742.0136526823293,11.382056746584828
0.19862,969.8990097582014,14.724219161530401
0.26821,1313.6552560177397,21.26627779940181
0.40128,1809.7049974379634,31.56318344601934
0.14581,615.8579395829635,10.873419518918032
0.0549,236.32926852454028,6.203639729795122
0.22452,1241.7418050330705,21.402084767714484
0.28655,1507.8275417001087,26.23861974182024
0.18388,897.4180114019676,17.600583077887414
0.10351,442.69568643308793,8.151534817096957
0.33136,1744.269341760265,29.170310333235562
0.21865,1033.8456221309068,19.542898920702477
0.26357,1155.4651307085023,20.372987463556413
0.16284,775.8195627592576,13.948661462052739
0.10683,499.870700477639,9.430741715951143
0.16477,768.769519455907,14.245900982123384
0.1075,504.203352166581,10.370413136577728
0.12899,573.3316995907817,11.885816199787032
0.05891,253.36304669972762,7.514661846343739
0.04059,188.7058648034816,7.52405425720751
0.01647,67.02770218707866,5.458864388703159
0.01544,59.39222090575119,2.9754004440554667
0.01449,59.764198103686105,2.8975417507232195
0.02676,111.07266676331774,5.753708339043086
0.01707,67.78444882795216,4.11742994550771
0.04296,152.68934600499276,7.7873856096833896
0.01596,54.575449910000835,2.7968416744154854
0.02474,102.31639600518668,5.434381820350828
0.03762,172.04179491402977,6.096027831710007
0.03031,126.90150041414425,4.142609847921438
0.01025,43.23957857259091,2.6132521403648865
0.02827,121.43475736743032,5.568041102856453
0.01045,46.00160934484902,3.287959007563294
0.03671,144.27541578777894,6.8254660995761895
0.03449,137.13644914372932,6.5858860798079615
0.01224,56.52680334942831,2.9552316410083734
0.02484,105.44104894391687,4.432761264954974
0.01948,84.66423930450019,3.303958383015756
0.0338,130.99541072802418,5.616436693015557
0.02922,132.7662860826981,4.724417564474255
0.03375,146.2731552694043,5.273845321943882
0.04016,166.5892258453615,4.706949654357258
0.07472,295.0342556406754,9.261157358102462
0.05491,194.91390300940063,6.0585409425891985
0.02419,102.19010651959223,4.263564270863213
0.03358,156.0756629486472,5.389592438778911
0.02818,113.48684091362647,5.342487236369545
0.03213,149.1279325086482,4.862696437533157
0.03341,133.79465286242876,5.388101681372067
0.04497,199.1012157523247,5.242609467727779
0.04205,176.4247988659852,5.53871828954964
0.05592,286.9083401306458,8.458342713762601
0.02066,84.21422680990779,3.243003713908024
0.03154,148.58339046876566,7.138202805783595
0.03917,174.8206173220557,5.1999002349084344
0.02602,106.3460358110661,4.03543075343389
0.0259,117.3415424415623,3.90342811692982
0.02683,107.60372890367536,3.930985474167105
0.02395,94.8710898617526,3.4684031122155172
0.05097,222.174539356068,8.370312097200967
0.0389,155.2998160532221,5.049700374679704
0.06905,313.4661907722357,7.693404101374104
0.01773,72.80621288230064,2.91897642679526
0.02524,107.66078756666933,4.788029540368433
0.02146,90.91384868924519,3.4364802288206553
0.03079,117.83768198287541,4.563151751370501
0.06839,359.3360711838372,12.237693020948596
0.02334,91.72237357062608,3.504996811447085
0.04921,203.03126736751864,8.174029026001078
0.0308,133.308353648855,4.348516516133295
0.03344,149.16348376502685,4.301531140620183
0.04362,187.96539639030786,6.216661296211204
0.01496,60.799993471308646,3.038184368450793
0.03153,149.19649163694848,5.76514113051714
0.03712,167.1416696242738,6.217310064741225
0.03597,158.21248075080834,4.819043907980487
0.0228,101.27549888018984,4.126701147631638
0.01408,61.372899260715286,2.9634202917825365
0.05884,253.81218000428495,7.173118210406753
0.05824,235.31358465967728,6.059459307245891
0.06884,286.62575978914805,11.400057376613995
0.02167,99.37219443188384,5.203273238806184
0.02885,113.04633532954142,3.7003945471908697
0.02298,98.45441744844503,3.865228796722906
0.01504,67.74898714489264,3.326404694451678
0.0321,141.53812603730776,4.282051038375493
0.06416,258.05163174892203,6.7703014112987985
0.01668,73.80358352131091,3.242251895602815
0.05335,217.82432072456317,7.056471341114921
0.03185,126.11664216105706,3.9101223293516827
0.02656,111.77300180986144,3.7057357321307
0.0251,94.25201831376266,3.77098811994588
0.02419,104.90999745104541,3.4407487637715413
0.03659,146.22038211582804,4.2971535868581086
0.03411,134.87188836253787,4.584828098495636
0.02453,94.19761689544407,3.455951782659935
0.0173,72.71355589084996,3.417183312748225
0.01595,78.4311161944147,3.948845445586759
0.03156,133.92597253949177,4.300407301433025
0.03753,163.74259890148844,6.9459236969347735
0.03002,110.20439667537752,6.674160759981024
0.01681,84.46971892797768,4.127039472175061
